seq,doc_id,name,org_name,category_general,category_detail,papers_count
2142,CGeimT2z7y5PLmibkjtp,マイクロ波酸分解システム（個別高速分解用）,北海道大学,前処理装置 (Sample Preparation Equipment),マイクロ波試料前処理装置 (Microwave Sample Preparation System),3
2143,OshjKSjlCkhE48Tw6wQH,マイクロ波酸分解システム（多検体同時分解用）,北海道大学,前処理装置 (Sample Preparation Equipment),マイクロ波試料前処理装置 (Microwave Sample Preparation System),3
2144,HBX2AM1hZfoWpMXteGLr,マイクロＸ線ＣＴ装置 SkyScan 1272,東京大学,研究設備,,3
2145,CFKLjdt7bBNhhuj46CYo,マウス・ラットB.B.H.ユニット架台,北海道大学,その他_HU (Others),None,3
2146,FdtQOqpJR5wwxRDjZQG2,マグネトロンスパッタリング装置,東京工業大学,半導体・MEMS加工,前工程装置 / 薄膜形成装置,3
2147,Oz8vtpZqaekZ6HznxFjL,"マグネトロンスパッター 真空デバイス, MSP-10",新潟大学 医学部医学科,その他,スパッター,3
2148,2ZmUI2udKkgX1kyxBOEZ,マグネトロンスパッタ装置,東京工業大学,半導体・MEMS加工,その他半導体関連装置 / ウェーハ製造用装置,3
2149,olvjDoJlvlI335fEmDCn,マグネトロンスパッタ装置,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2150,VgQpipwfZQbZom07c2xO,マグネトロンスパッタ装置 (Pt用),鹿児島大学 先端科学研究推進センター 機器分析部門,機器分析部門,理工系総合研究棟６Ｆ,3
2151,TEKhcl0YCJTtLjssk47y,マグネトロンスパッタ装置 真空デバイス,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2152,GAOzGfd4h753KS2sh7Cc,マシニングセンタ VK45,東京工業大学,機械工作・加工,多軸制御・複合工作機械 / マシニングセンタ,2
2153,BxL8lRecqhPMe127le7n,マスクアライナ,東京工業大学,半導体・MEMS加工,前工程装置 / 露光・描画装置,3
2154,OdEoJpUxGCSY2G9cONuO,マスクアライナー,北海道大学,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),光露光装置 (Photolithography System),3
2155,pCh6vsuHnUhk6ZdhhB4r,マスクアライナー,北海道大学,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment),None,3
2156,sy1XvQkMYcp1lg66CxD5,マスクアライナー,東京工業大学,半導体・MEMS加工,前工程装置 / 露光・描画装置,3
2157,yagIE2BLlwT9BO2hyVNg,マスクアライナ装置,東京工業大学,半導体・MEMS加工,前工程装置 / 露光・描画装置,3
2158,bK9X0otGXFvvdr7T59SJ,マスクレスアライナー MLA150-HR,東京大学,研究設備,,3
2159,QSd07pxWluIwC74sruZn,マスクレス露光装置,東京工業大学,半導体・MEMS加工,前工程装置 / 露光・描画装置,3
2160,xTQRrnN7YkZILuJb8PfI,マスクレス露光装置 ［MLA150］,産業技術総合研究所,リソグラフィ,,3
2161,ZpRDLYWbbdijfTLOC4Ff,マスクレス露光装置（DL-2500iA1）,産業技術総合研究所,リソグラフィ,,3
2162,DGTCkmp7ArtE3QkG4KSr,マスサイトメーター（CyTOF XT）,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,質量分析,,3
2163,SlCTdnA4JNsu51rOdyBQ,マッフル炉,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2164,Wy2HanU1QkHOUmyz1rg1,マッフル炉 (Muffle Furnace),鹿児島大学 先端科学研究推進センター 機器分析部門,機器分析部門,理工系総合研究棟６Ｆ,3
2165,dV5eoMy5NvaDIZOxbppo,マテリアル3D造形装置 一式 Objet260 Connex3,東京大学,研究設備,,3
2166,HYMPULJ6CLi635zXYV3A,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析装置 (Bruker Autoflex Ⅱ),九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2167,MNZ5HvZ4i4vjBcKTlors,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析装置 (Bruker Autoflex Ⅱ),九州大学 中央分析センター(伊都地区),,,3
2168,ZbpLiExCE14AmaLmA78C,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析装置 (Bruker Autoflex Ⅱ),九州大学 工学研究院部局管理装置,,,3
2169,Zo65LtMAaGCeZvi0vLVS,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析装置 (Bruker Autoflex Ⅱ),九州大学 人間環境学研究院部局管理装置,,,3
2170,uaSf7TNDxgQW1jS48I9q,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析装置 (Bruker Autoflex Ⅱ),九州大学 中央分析センター(筑紫地区),,,3
2171,5Cy0VZoJOV9V05gSLB6Z,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析計 JMS-S3000,九州大学 人間環境学研究院部局管理装置,,,3
2172,NG6bj58NmjPGzI3UBBJt,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析計 JMS-S3000,九州大学 中央分析センター(伊都地区),,,3
2173,Pcn9vHl5I1eCXO6FpVzR,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析計 JMS-S3000,九州大学 中央分析センター部局管理装置(筑紫地区),,,3
2174,obxmCCN9cPm4vHl2zrl5,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析計 JMS-S3000,九州大学 中央分析センター(筑紫地区),,,3
2175,pzpIe62JYp0oDnM0oTnN,マトリックス支援レーザー脱離 イオン化飛行時間型質量分析計 JMS-S3000,九州大学 工学研究院部局管理装置,,,3
2176,LE1TKvG4QGTVITqkxvKV,マトリックス支援レーザー脱離イオン化Spiral飛行時間型質量分析計 （MALDI-Spiral-TOFMS）,奈良先端科学技術大学院大学 マテリアル先端リサーチインフラ事業,質量分析,,3
2177,TGkMKcvSqSEvhYWBEjmk,マトリックス支援レーザー脱離イオン化スパイラルTOF質量分析計,長崎大学,設備共同利用部門,スペクトロメーター,3
2178,fGLRRnz5RrDDheIxYhFs,マトリックス支援レーザー脱離イオン化飛行時間型質量分析計 （MALDI-TOFMS）,奈良先端科学技術大学院大学 マテリアル先端リサーチインフラ事業,質量分析,,3
2179,jtkMBOi6tvWTuSZ3eh8z,マトリックス支援レーザー脱離イオン化飛行時間質量分析計 JMS-S3000 SpiralTOFTM-plus,東京大学,研究設備,,3
2180,Gmr05LhqbukkAo4zlEey,マトリックス支援レーザー離脱イオン化飛行時間型質量分析装置（MALDIｰTOF-MS）,宇都宮大学 研究推進機構 機器分析センター,機器分析センター 管理・運用設備,質量分析装置群,3
2181,vA7HaEfsosGWt7QxUMMI,マニュアルウェハープローバー（2F）,産業技術総合研究所,観察・計測・分析,,3
2182,WVWnhghqRl8zxaE8F0vE,マニュアルスパッタ,北海道大学,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),成膜装置 (Film Formation and Deposition Equipment),3
2183,v2FD2Vh7A6V17ZnqItKO,マルチICP発光分光分析装置,山口大学 リサーチファシリティマネジメントセンター,光分析装置,コアファシリティ機器,3
2184,smRohYPBQX321JS9bvP2,マルチイメージングシステム,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2185,Q63imVcC29DEZkF1l5oC,マルチカラーレーザ同軸変位計 センサヘッド,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2186,CwRGx6hN3Hszc6Wt7Aex,マルチガスインキュベーター,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
2187,67Bedlk2MIaoEWU5jtQM,マルチガス導入グロー放電質量分析システム（VG9000）,物質・材料研究機構 NIMS Open Facility,分析・計測,質量分析,3
2188,H8T8EBAhU3Y9VtuuvvTS,マルチコレクタ―型質量分析装置(MC-ICP-MS),北海道大学,質量分析装置 (Mass Spectrometer),その他の質量分析装置 (Other Mass Spectrometer),3
2189,oUnsQIHa6s4TqXl6x4Yl,マルチスペクトマイクロプレートリーダ Varioskan Flash,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2190,oaUTVMdanLnLc1uUt27D,マルチスペクトラルカメラ,北海道大学,その他_HU (Others),None,3
2191,GhdahbUJjUI5deZpfjGV,マルチタイプICP発光分光分析装置,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2192,JnVMHj1NxCfQY4Tvbvn0,マルチタイプICP発光分光分析装置,東京工業大学,分析,光分析装置 / 発光分光分析装置,3
2193,s5bq2UcmiGSannsEcTVw,マルチタイプICP発光分光分析装置(32019003),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,光分析装置,3
2194,1VMGWsKghcFjEE5GKqR8,マルチタイプICP発光分析装置,長崎大学,環境保全センター,分離分析,3
2195,cuwZcjPyvzIaE17fJYLc,マルチチャンネル分光システム,北海道大学,物性測定装置_HU (Physical Property Measurement Equipment),None,3
2196,kLvEikj8nINNypeLIFlG,マルチチャンネル分光器,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2197,HgIqu0Z14bj5dx3zN7CV,マルチドライブ,北海道大学,物性測定装置_HU (Physical Property Measurement Equipment),None,3
2198,8icUCnsCntX3MLQPV5yA,マルチビーズショッカー,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2199,M4VDdUennV6Uz8zjodKq,マルチビーズショッカー,北海道大学,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment),None,3
2200,hKb6qsKh8bppd4xqHpT9,マルチビーム高時空間デジタル画像処理システム,北海道大学,顕微鏡(電子)_HU (Electron Microscopes),None,3
2201,Ju8Zh48c9stNopKjEbqo,マルチプレックスアッセイ装置,北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),その他のバイオ関連分析装置 (その他のバイオ関連分析装置),3
2202,61gLgSU29PKSMXSEoFkt,マルチプレップ研磨装置 EM-ALLiED8,東京大学,研究設備,,3
2203,IaXrpEYAGgMDjjKZXsZX,マルチプレートリーダー,北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),マイクロプレートリーダ (Microplate Reader),3
2204,EKPDD3r0b6aPJuc7VTTF,マルチモードプレートリーダー,北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),マイクロプレートリーダ (Microplate Reader),3
2205,Am3jXStH4CkWONOFkf1L,マルチモードプレートリーダー SpectraMax iD3,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2206,NW6yUa5kTu9Nd5bY82wx,マルチモードプレートリーダー TriStar 5,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,バイオ関連,マイクロプレートリーダー,3
2207,AsKWUYiLlJBorPSZZMKl,マルチモードマイクロプレートリーダー,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2208,qUF4AfXqOALinYk7uNeV,マルチモードマイクロプレートリーダー SpectraMax i3X,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2209,2ccTLUPJf8L9CabNEbUY,マルチモード・プレートリーダー,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2210,gxfaLAr20S9LwRakDRzc,マルチラベルリーダー,北海道大学,その他_HU (Others),None,3
2211,gZeEGAkFfLj6IRwIbdeg,マルチ周波数体組成計,北海道大学,その他_HU (Others),None,3
2212,Un8SS70uor1m7MlwPKkL,マルチ成膜装置,名古屋工業大学,分析装置・機器紹介,透過型電子顕微鏡室Ⅱ,3
2213,EQkgA1ETkYLRBnJhk7Uj,マルバーン FPIA-3000 (フロー式粒子解析装置),岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,粒子径等測定装置（Particle Measurement Instrument）,,3
2214,YYPixswW5HqA1vBNKnpo,マルバーン Nanosight Pro (ナノ粒子トラッキング解析式 粒子径測定装置),岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,粒子径等測定装置（Particle Measurement Instrument）,,3
2215,11wM34fJblmrVWuI1f3W,マルバーン ゼータサイザーナノZS (粒子径・ゼータ電位・分子量測定装置),岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,粒子径等測定装置（Particle Measurement Instrument）,,3
2216,o8aXIh9bGNNMU1hOey8C,マーカス型高周波グロー放電発光表面分析装置,北海道大学,分光分析装置 (Spectroscopic Analysis Equipment),グロー放電発光分光分析装置(GD-OES) (Glow Discharge Optical Emission Spectroscope (GD-OES)),3
2217,SNyiVjQ0R05LEp1lT4HJ,マーカス型高周波グロー放電発光表面分析装置 JY-5000RF,京都大学 工学部・大学院工学研究科,物理系(材料工学専攻),,3
2218,JAK3Xh8Plu3q3vMzTNMW,ミキサーミル,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2219,sTc9rJ3kNCA3SrnOtXPl,ミキサーミル,北海道大学,その他_HU (Others),None,3
2220,7LRH7UUyWkMbFqiv7GWF,ミクロトーム ライカReichert-Nissei Ultracut N,新潟大学 医学部医学科,電子顕微鏡,ミクロトーム,3
2221,VHmO5qKt6a4YASlA174f,ミクロ天びん,北海道大学,物性測定装置_HU (Physical Property Measurement Equipment),None,3
2222,aC2XUWrl2W6AwEu6xkaF,ミクロ天秤,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
2223,TNx5M9qMHWHXuW5E3F8F,ミクロ天秤 ザルトリウス ME5,新潟大学 共用設備基盤センター,その他,電子天秤,3
2224,z5qbF9DFXkY7YvLpI7GZ,ミトコンドリアDNAシーケンス（ヒト・イヌ・その他生物種）,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2225,JHkBfuwk2dUdYaQPpRhE,ミトコンドリア酸素活性/細胞代謝計測システム,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2226,vZyKRfTzMXwYw6oKuguw,ミニゲル専用撮影装置,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2227,7hsrsQhDNyzwYl71GFMf,ミニスプレードライヤー S-300,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2228,At30jAK71jMHmSeLkVBi,ミニトム試料切断機,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2229,gBppG7ZBf4u6cv6I90Y2,ミニマル装置 Cuメッキ,産業技術総合研究所,,,3
2230,WFgWDF32XuH13bxrk9o0,ミニマル装置 Piranha洗浄,産業技術総合研究所,ミニマルファブ推 進機構から寄附,,3
2231,d94uSLmBOsNDpocY7CG1,ミニマル装置 RCA洗浄,産業技術総合研究所,ミニマルファブ推 進機構から寄附,,3
2232,nXSwg4OFTkDyq4kIx9yu,ミニマル装置 TEOSプラズマCVD,産業技術総合研究所,,,3
2233,BxzaVfWbg5hjgWORKkh0,ミニマル装置 ウェットエッチャ （Cu）,産業技術総合研究所,,,3
2234,TNm4I8cTIkiKFGgU4pKL,ミニマル装置 スパッタ（Al）,産業技術総合研究所,,,3
2235,S1xKNg1FuDmoZHkxChac,ミニマル装置 スパッタ（Cu),産業技術総合研究所,ミニマルファブ推 進機構から寄附,,3
2236,AY47j82ooataI3d2YBs2,ミニマル装置 スパッタ（Ti),産業技術総合研究所,,,3
2237,bhPzW0YUZWUIVLkvkEAE,ミニマル装置 スパッタ（TiN),産業技術総合研究所,,,3
2238,nw1xu7TwM2GpOpMJxVqv,ミリ波ベクトルネットワークアナライザ(MVNA),福井大学 遠赤外領域開発研究センター,基盤装置,,3
2239,2kNVcBMTM1IbzpwBkZfH,メイワフォーシス Neoc Pro,岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,オスミウムコータ (Osmium Coater),,3
2240,A4PYcZxHuFKR77baBYCi,メタルCVD装置,産業技術総合研究所,,,3
2241,YFssHBMAV7bU7IFuQnxp,モジュラーコンパクトレオメータ,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
2242,JEE5DZ3oxi591iqz5fbe,モジュラー･コンパクト旋光計,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2243,1ch3WyAq75poTcp91kSE,モノクロデジタルカメラ,北海道大学,顕微鏡(電子)_HU (Electron Microscopes),None,3
2244,2xclInrGUumc2oINBnBb,モバイル型リアルタイムPCR装置Franklin(2021004)レンタル可,帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,PCR装置,3
2245,ivSSfhsDM8jVZBIwl52m,モバイル計測ステーション,北海道大学,物性測定装置_HU (Physical Property Measurement Equipment),None,3
2246,q9ZOtyV0KplwYdt0dOrD,モレキュラーイメージャー(化学発光検出),北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),ゲル撮影装置 (Gel Imaging System),3
2247,VLIXJPhOYo6ZvBmlcXTE,モレキュラーデバイス MetaMorph OffLine,長崎大学,薬学研究ユニット共用システム,画像解析,3
2248,Hv3BtFQZxnZcNbTZWNbX,モレキュラーデバイス社 リアルタイム生体分子間相互作用解析システム Octet K2,新潟大学 医学科研究推進センター,生体試料分析 (DNA関連分析を除く),,3
2249,X557SuHx59B5L2Y8CO6a,モーションキャプチャ OptiTrack 一式,京都大学 工学部・大学院工学研究科,建築系,,3
2250,n8KsCALgOq9rNk6K1yah,ユニバーサルズーム顕微鏡 株式会社ニコンインステック MULTIZOOM AZ100,熊本大学工学部附属工学研究機器センター,EPMA室・試料作製室,,3
2251,7aByH3Tr5FUjoR9E8NgD,ライカマイクロシステムズ DVM-5000,岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,デジタルマイクロスコープ (Degital Microscope),,3
2252,aScX77iTQRt5NQGt4uYo,ライトシート顕微鏡 Lightsheet Z.1,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,光学顕微鏡,,3
2253,yd98KDvfbCqqSShy6xbC,ラウエ ／低温4軸回折X線装置 （RU-200）,お茶の水女子大学 共通機器センター,X線解析装置,,3
2254,E0IZ6GddoG9E8xp1Uhsn,ラウエ結晶方位決定システム,北海道大学,X線関連装置 (X-ray Related Equipment),その他のX線関連装置 (Other X-ray Related Equipment),3
2255,2qLPjgV3FMCGXomZdQ30,ラット頭部用1chループコイル(受信専用),北海道大学,周辺設備_HU (Peripheral Equipment),None,3
2256,n5cDYcAnGGE9b1pD9gjS,ラボラトリーオートメーションシステム装置 Biomek FXP,東京大学,研究設備,,3
2257,0wPvV4sE549HP2A0CGQi,ラボ用コロナ分極装置,北海道大学,その他_HU (Others),None,3
2258,LJQjhVYRt8ILcYh4Bzet,ラボ用プローブラマン分光装置,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
2259,bTBvc0APe0M9cvaYDUij,ラマンイメージング装置,北海道大学,分光分析装置 (Spectroscopic Analysis Equipment),ラマン分光装置 (Raman Spectrometer),3
2260,wbObYsKPH4C82uwaaEvi,ラマン顕微鏡,北海道大学,分光分析装置 (Spectroscopic Analysis Equipment),ラマン分光装置 (Raman Spectrometer),3
2261,TCwnwShm7SBWg1xejglV,ラムダープロテクタ,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
2262,BHcSnDQKnANFnuffOgP1,リアクテブイオンエッチング装置,東京工業大学,半導体・MEMS加工,前工程装置 / エッチング装置,3
2263,2Ic1LU09d0R8Sdd05DkL,リアルタイムPCR,佐賀大学 総合分析実験センター,研究設備,全学2,3
2264,njKVNCmUcC87M76mIqN0,リアルタイムPCR,山口大学 リサーチファシリティマネジメントセンター,遺伝子・ゲノム,一般全学共用機器,3
2265,oxPidJ3vh3hycZ8djlhw,リアルタイムPCR,鳥取大学 共同利用設備,遺伝子解析,,3
2266,quUMobKmj0H0hBmWu0Tv,リアルタイムPCR,物質・材料研究機構 NIMS Open Facility,分析・計測,バイオ,3
2267,y1yakDmVVyY4N0sXRH4o,リアルタイムPCR (ABI StepOne Plus),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
2268,7C751OQ4k9mu5QhqbT0m,リアルタイムPCR (BioRad CFX Opus 96),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
2269,6vP902FH2RJaOU9ncc9Z,リアルタイムPCR (BioRad CFX96 Touch),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
2270,d2Dg6L6ggBy8MiQuoYtv,リアルタイムPCR QuantStudio 7 Pro,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2271,ZkByzcnPD5XmUsAzn5I9,リアルタイムPCR QuantStudio1(32024003),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,PCR装置,3
2272,scDFdhBxUeDVHaluWAS1,リアルタイムPCR QuantStudio3,広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
2273,3hjM5161FbQIwILJFoce,リアルタイムPCRシステム,山口大学 リサーチファシリティマネジメントセンター,遺伝子・ゲノム,一般全学共用機器,3
2274,BvC2n6gcePfKBdjnGija,リアルタイムPCRシステム,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2275,e5Mnb8wSVxUvgBMiFxJb,リアルタイムPCRシステム 1,山口大学 リサーチファシリティマネジメントセンター,遺伝子・ゲノム,一般全学共用機器,3
2276,vFbcxiCjbeeNuZdcF7MJ,リアルタイムPCRシステム 2,山口大学 リサーチファシリティマネジメントセンター,遺伝子・ゲノム,一般全学共用機器,3
2277,FzCEOeQgdzzCK5D5I0PG,リアルタイムPCRシステム CFX Opus 96,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2278,Mg1JfeIbYSmv70zTlPLw,リアルタイムPCRシステム QuantStudio 1,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2279,thOTHvhTQqxzrQwrbPVk,リアルタイムPCRシステム QuantStudio 5 [No. 1],筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2280,kANCSbJtloLBtpC1mh9r,リアルタイムPCRシステム QuantStudio 5 [No. 2],筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2281,EIwACoodtOzp5DN9TNqy,リアルタイムPCRシステム QuantStudio 5 [No. 3],筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2282,x8T3NOvfYuQvZIoDUA0Z,リアルタイムPCRシステム QuantStudio 7 Pro,京都大学 工学部・大学院工学研究科,化学系 コアラボ,,3
2283,d0YlZJJgT5DUFj5bIS5P,リアルタイムPCRシステム QuantStudio7,新潟大学 脳研究所,DNA関連分析,,3
2284,MWtzbRWBg804qKvTEd2E,リアルタイムPCRシステム StepOne-01-SP1,東京大学,研究設備,,3
2285,3XW7807NKwieaw7sY2vb,リアルタイムPCRシステム StepOnePlus,新潟大学 農学部,DNA関連分析,PCR,3
2286,8PjIbjzB2Uxdsqhvq9uf,リアルタイムPCRシステム StepOnePlus,東京医科歯科大学,研究設備,,3
2287,VvjqSdZSLsbYo0SMacK6,リアルタイムPCRシステム7300(K2014001),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,PCR装置,3
2288,thR7W9Fup5ohUnFgWxLD,"リアルタイムPCRシステム（QuantStudio 6 Pro Fast96, 384 well対応）",大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,バイオ関連,PCRシステム,3
2289,PtABmMMXgcCTOCpYR3HC,リアルタイムPCR定量装置 3505STN,新潟大学 農学部,生命科学機器,電器分析,3
2290,92dWBbLgdqCT2Rz58R7P,リアルタイムPCR装置,長崎大学,薬学研究ユニット共用システム,分離分析,3
2291,FRwqk2gYqftnUYWY3H87,リアルタイムPCR装置,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2292,bSCQNiu722vuksoI4zv2,リアルタイムPCR装置,長崎大学,水産・環境科学総合研究科共用システム,なし,3
2293,ln347aroKygGAEGnBNeT,リアルタイムPCR装置 Quantstudio3 (ThermoFisher Scientific),愛媛大学 学術支援センター 遺伝子解析研究支援部門,主要機器,,3
2294,geghVWTkIGCYOLVVEOWE,リアルタイムPCR装置 タカラバイオTP800,新潟大学 医学科研究推進センター,DNA関連分析,PCR,3
2295,nic34MfNrDQ0ugFahsnk,リアルタイムPCR装置LightCycler480(2015002),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,PCR装置,3
2296,YdaMkVYvmH3PaxaMfPmn,リアルタイムPCR解析システム,北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),サーマルサイクラー(PCR) (Thermal Cycler (PCR)),3
2297,voCEF953rklH49nhcQAq,リアルタイムPCR解析システム,山口大学 リサーチファシリティマネジメントセンター,遺伝子・ゲノム,その他主要機器,3
2298,fq2DGcDdoTmaRbY5fzPf,リアルタイムPCR解析システムCFX Connect(2019001),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,PCR装置,3
2299,lLfurhncMygHspQ9V6IU,リアルタイムPCR（2台）,お茶の水女子大学 共通機器センター,生命科学系機器,,3
2300,KGVy2IyPXhQf60HvJgYR,リアルタイムqPCRアッセイ,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2301,J7y8urvHVkZpYlLfCXgn,リアルタイム定量PCRシステム,北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),サーマルサイクラー(PCR) (Thermal Cycler (PCR)),3
2302,JwwBWBLlx0aw9vwySDQl,リアルタイム定量PCRシステム,長崎大学,薬学研究ユニット共用システム,分離分析,3
2303,N83fP4krFBDuOgsBBREO,リアルタイム定量PCR装置 ABI Prism 7000 Sequence Detection System,東京大学,研究設備,,3
2304,EUVQeyXmzYlkqlCvgU8R,リアルタイム細胞解析装置,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2305,r9UlW6L6bXRoX2yXxIt9,リアル表面プローブ顕微鏡 (RSPM),産業技術総合研究所,プローブ顕微鏡,,3
2306,tWGz8gNh8lIR0DMy5xXr,リサイクル分取GPC,物質・材料研究機構 NIMS Open Facility,加工・作製,素材作製,3
2307,8BZWVGkhA5NQ3CpRd6W7,リサイクル分取HPLC,北海道大学,クロマトグラフ_HU (Chromatography Equipment),None,3
2308,YQgwMxrwZUKZSbnoBYPr,リサイクル分取HPLC LaboACE,北海道大学,クロマトグラフ_HU (Chromatography Equipment),None,3
2309,yYjuBtR5iTjNoMF9eOHb,リサーチスライドスキャナー VS200,東京医科歯科大学,研究設備,,3
2310,YNU-OM-DMI3000-B,リサーチ倒立顕微鏡： DMI3000 B,横浜国立大学 機器分析評価センター,研究設備,,3
2311,5DZnHmjfet5XsXJH8wbO,リサーチ用高機能凍結ミクロトーム ライカ CM3050SⅣ型,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
2312,OIUatfEGj458KZpTwCIH,リニアイオントラップ/電場型FT-MS/MS,東京医科歯科大学,研究設備,,3
2313,Q8hv21ObThh5Ox9xD6nv,リークディテクタ,北海道大学,その他_HU (Others),None,3
2314,WZNc7P76ADVXQ8VCletk,ルミノイメージアナライザー LAS4010,東京大学,研究設備,,3
2315,Ln0nnK5S6vb5HFNQzohR,ルミノグラフ（高感度レンズ）,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2316,gIWCtHn59Tdd9aqvNOV5,ルミノメーター TD-20/20,筑波大学 オープンファシリティー推進機構,光分析装置,,3
2317,KKr2zVs52Cl4RVXITRit,ルミノメーターGloMax96,新潟大学 脳研究所,光分析 (吸光，発光，ラマン分析など),,3
2318,DzAshiAGC2HWoK2rDIWS,ルミノ・イメージアナライザ LAS-4000,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
2319,0oCPE6OM2sepzymC53jP,ルミノ・イメージアナライザー,北海道大学,その他_HU (Others),None,3
2320,jgVxtjV6vis0ranm1YFc,ルミノ・イメージアナライザー LAS4000miniシステム,東京大学,研究設備,,3
2321,sajdAOLFgaG3KEqnd69B,ルミノ・イメージアナライザー LAS4000miniシステム,東京大学,研究設備,,3
2322,IKbhIQtDx3qTejkGKV8p,ルミノ・イメージアナライザー LAS500,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
2323,QscwQemfA5EaiplVD01m,レオメータ,北海道大学,物性測定装置_HU (Physical Property Measurement Equipment),None,3
