seq,doc_id,name,org_name,category_general,category_detail,papers_count
187,5bA8a182BOXEIrcydkAU,CCP-RIE装置 [RIE-200NL],物質・材料研究機構 NIMS Open Facility,加工・作製,微細加工,3
188,J0BGY9Fi5E51520vFabu,CE/MSシステム(32021010),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,質量分析計,3
189,iSZoYGtzK59IvsMK0ryt,CEM Japan MARS6,岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,誘導結合プラズマ発光分析装置（ICP-AES）,,3
190,M3CaAfNWK860jst1TXDd,CHEF-DR IIチラーシステム(K2019001),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,タンパク質・核酸の分析,3
191,YNU-EA_UNICUBE,CHNS 有機元素分析装置,横浜国立大学 機器分析評価センター,研究設備,,3
192,M7QF4WA19te05Jj27lec,CHNコーダー (ヤナコ分析工業 MT-6),名古屋大学 未来材料・システム研究所,共通機器,,3
193,rd9Km7HYza5zsD3iqcbI,CHN元素分析装置（CHN）,宇都宮大学 研究推進機構 機器分析センター,機器分析センター 管理・運用設備,成分分析装置群,3
194,1ZN05aO0S1cGJwOjnoF1,CLC Genomics Workbench(2017003),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,シークエンサー,3
195,7lltsy7tG1WAMfyfOVhp,CLS138160J LabChip GXII HTシステム,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
196,b7qAqCxSRpCjZ7Klptkg,CMOSカメラUSB3.0セット,北海道大学,顕微鏡(光学)_HU (Optical Microscopes),None,3
197,SNYfjhDDgOYFKk4VrcmX,CMOS搭載高輝度単結晶 X線構造解析装置 （Bruker）,お茶の水女子大学 共通機器センター,X線解析装置,,3
198,jXkPfUIdDz4yK8CGkw9K,CNC 操作フライス盤,東京工業大学,機械工作・加工,フライス盤 / -,3
199,7FOHzKMAnUB6JyouCkVD,CNCヒザ形NCフライス盤,北海道大学,その他_HU (Others),None,3
200,hSM7veeU9PYQmvEAdrOZ,CNCフライス盤 (AHNC74-A4),北見工業大学 共用設備センター,工作・加工関連,フライス盤,3
201,Flz872k8gtoQ5pmrpSQt,CNC平面研削盤 (PSG-52DXNC),北見工業大学 共用設備センター,工作・加工関連,研削盤,3
202,6cfXuBTW6UQYexljPjrO,CNC旋盤,愛媛大学 学術支援センター ものづくりファクトリー,主要機器,,3
203,J6BN4JQVBibokMVA6uXh,CNC旋盤,徳島大学 地域協働技術センター,工作機械,,3
204,P0z6OybzgTlOBBtzb1Yl,CNC旋盤,東京工業大学,機械工作・加工,旋盤 / -,3
205,auHJLdTf1Pw3T6G21A4J,CNC旋盤 (LB10),北見工業大学 共用設備センター,工作・加工関連,旋盤,3
206,o3TDvehQ1gPp3P9DF5aH,CNC普通旋盤,北海道大学,その他_HU (Others),None,3
207,oS4V4gVd7D1i0p4h5Han,CNC精密表面形状測定機,岡山大学 自然生命科学研究支援センター 分析計測・極低温部門 分析計測分野,分析計測分野,工学系,3
208,dPxexHoiQFKWaVotFrJ7,CO2 インキュベーター,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
209,IJek7p92BHmfB2Ux31Ym,CO2/ファイバーレーザー加工機,宇都宮大学 研究推進機構 機器分析センター,学内共用設備,加工・表面加工装置群,3
210,WRxda8it6LbnCMu73HKD,CO2インキュベータ,東京工業大学,ライフサイエンス,培養 / -,3
211,xVvuN8KI9GUQlXHk8Lv5,CO2インキュベータ,大分大学 医学部 バイオラボセンター,バイオラボセンター,,3
212,M1vPV8aGaqZhZdA08Tf9,CO2インキュベータ FORMA DIRECT HEAT,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
213,76xbnvxXP9a4DkpQVLlW,CO2インキュベーター,山口大学 リサーチファシリティマネジメントセンター,培養/恒温恒湿度器/滅菌機,一般全学共用機器,3
214,EmXkShiM0CBfOZREALGK,CO2インキュベーター,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
215,OebDTFp2tHeUIOk5MDU1,CO2インキュベーター,鳥取大学 共同利用設備,インキュベータ,,3
216,RwIvfcoaJzClSv7XrE2H,CO2インキュベーター,東京工業大学,ライフサイエンス,培養 / -,3
217,YE1HADGkfaHby26B14BD,CO2インキュベーター,北海道大学,その他_HU (Others),None,3
218,kyQNakU9Kekso23xX9eA,CO2インキュベーター,長崎大学,先端創薬イノベーションセンター,試料作製,3
219,lnxXeJAM6aUavGsgx4uP,CO2インキュベーター,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,バイオ関連,細胞培養装置,3
220,lzw8BUj1NiadHnAoLzQI,CO2インキュベーター MCO-20AIC,新潟大学 農学部,その他,恒温装置（低・中・高温）,3
221,FbBa85etowF6fT3lEQi1,CO2インキュベーター（2台）,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,その他,,3
222,HNdOQZRhmGBzDpPgJ6Fm,CO2インキュベーター（バイオ実験装置群）,物質・材料研究機構 NIMS Open Facility,分析・計測,バイオ,3
223,DT5hMJ85DQ1t7bM41hoI,CO2溶解塔カレントセクターコントローラー,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
224,zmLREkbKOE139hf7Sg7n,CO2溶解塔カレントセクターコントローラー用プログラム基板・ターミナルプログラム,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
225,7zBARSvOwqxKdjLlHzWG,COY社 嫌気性チャンバー,新潟大学 医学科研究推進センター,その他,無酸素実験,3
226,XX9nBmdfmKd64qVv8JCH,CO２インキュベーター,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
227,v1NCLanufxntB393hyIn,CUBISⅡ天びん,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
228,SaMRMxP9aLhQkdyV332N,CW単一周波数チューナブルTi:Sレーザーシステム,宇都宮大学 研究推進機構 機器分析センター,学内共用設備,その他,3
229,Ius0ae3zUqpOrJdMaTVi,Cell Analyzer,沖縄科学技術大学院大学 Instrumental Analysis Section,Flow Cytometry,,3
230,lPelbvABYw31k0iiS2qT,Cell Analyzer (Muse),沖縄科学技術大学院大学 Instrumental Analysis Section,Flow Cytometry,,3
231,5WmLFliJMWSGb18QI8GC,Cell Sorter,沖縄科学技術大学院大学 Instrumental Analysis Section,Flow Cytometry,,3
232,xo3yRXGfgRZZgvJiVIE3,Cell Sorter (Biosorter),沖縄科学技術大学院大学 Instrumental Analysis Section,Flow Cytometry,,3
233,5unn0TopwdTDkFw3FlKi,Cell Sorter (FACSAria II),沖縄科学技術大学院大学 Instrumental Analysis Section,Flow Cytometry,,3
234,GjOFBfhS5lhZhnAlBXnh,Cell Sorter (On-Chip Sort),沖縄科学技術大学院大学 Instrumental Analysis Section,Flow Cytometry,,3
235,dNqN4fIHzgzRLfsNuPnI,CellDrop BF-UNLTD 明視野 自動セルカウンター,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
236,FePXZfaRIuKYXoTvcuIj,ChIPシーケンス解析-1：ChIP DNAを提出、データ解析込み,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
237,1kZHSPg093GfIjWmGQOk,ChIPシーケンス解析-2：クロマチン調整、免疫沈降～データ解析まで含むフルプラン,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
238,lBkafDL6E722H3xZa2ds,ChemiDoc MP 画像撮影解析装置,東京医科歯科大学,研究設備,,3
239,UgLBYoGNAayZIy5ogk3d,ChemiDoc Touch MP イメージングシステム,長崎大学,薬学研究ユニット共用システム,イメージング,3
240,7pu5ngXypIw5H87UxGT3,ChemiDoc Touch イメージングシステム,東京大学,研究設備,,3
241,xQmkMfgQjCNjyOroYlV0,ChemiDoc Touchイメージングシステム,長崎大学,薬学研究ユニット共用システム,イメージング,3
242,2bkqSh2UM5uLV5jAcieG,Chromium コントローラー,九州大学 人間環境学研究院部局管理装置,,,3
243,ExTmDN2uNp8EBOvezQIU,Chromium コントローラー,九州大学 中央分析センター部局管理装置(筑紫地区),,,3
244,QtaOF55RfwGA6VBC3pBa,Chromium コントローラー,九州大学 工学研究院部局管理装置,,,3
245,md1Te029iOp4APn5KDQT,Chromium コントローラー,九州大学 中央分析センター(筑紫地区),,,3
246,p1zx0dx5Xysh4pdYENrI,Chromium コントローラー,九州大学 中央分析センター(伊都地区),,,3
247,YF5xK9Ogv48hb5xftVgy,Chromiumコントローラー,東京医科歯科大学,研究設備,,3
248,U20WxbzIgtaZvPvRYGAp,Compact (Bruker),お茶の水女子大学 共通機器センター,質量分析装置,,3
249,XEBf1egyFKbGxuAzTj9R,Countess 3 自動セルカウンター,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
250,F5AZ1nxKNN24vjapD53o,CronoSTAR™96 Real-Time PCR System (No.1),筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
251,eA0nxgWTHpmWf0WQyU4j,CronoSTAR™96 Real-Time PCR System (No.2),筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
252,1xvX6WQQfBRq5bPDmbgj,Cu CMP装置,産業技術総合研究所,,,3
253,ZCrfdvp0Wnlo5NEQtNOa,Cuめっき装置,産業技術総合研究所,,,3
254,3KiBX0JW7tJy8kB3YspG,CytoFLEXフローサイトメーター,長崎大学,水産・環境科学総合研究科共用システム,分離分析,3
255,u1X1PfdnEn6EYDy2rMsD,D-Hand Type A3H-M1-3J,北海道大学,その他_HU (Others),None,3
256,nlPWvxUwTu60t1gYQcvV,DARTイオン源搭載質量分析計,長崎大学,設備共同利用部門,構造・組成等分析,3
257,G0g0tIvVUa0qn1V9GDq9,DART質量分析計 （DART-MS）,奈良先端科学技術大学院大学 マテリアル先端リサーチインフラ事業,質量分析,,3
258,977KLMsriiKm1JImZ7vy,DC/RFマグネトロンスパッタ装置,東京工業大学,半導体・MEMS加工,前工程装置 / 薄膜形成装置,3
259,zd4uoRGJwZ3nWE8FNmqQ,DIMPLE GRINDER,長崎大学,設備共同利用部門,試料作製,3
260,4KtvO3D707vm3yk5wDRd,DIRECT BLOT 自動転写式電気泳動装置,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
261,tzWYEW4SuXMTRDcLAvcU,DLTS測定装置,山梨大学 機器分析センター,物性評価,,3
262,SCVudDL38rEP5tvtm3kS,DMi8 オートサイドコーディドRUO,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
263,Hg6e042OluIX0KlukpSS,DNA Shearing System Covaris S220,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,バイオ関連,超音波破砕装置,3
264,Kvw20Yu3adtpPx3ICfxh,DNA Shearing システム,佐賀大学 総合分析実験センター,研究設備,全学1,3
265,CfT7MeYJGySnjn8DOMqv,DNA/RNA分析用マイクロチップ電気泳動装置,東京工業大学,分析,分離分析装置 / 電気泳動装置,3
266,ICzCXAaQnYDTOVdnt4Kn,DNA/RNA分析用マイクロチップ電気泳動装置,長崎大学,薬学研究ユニット共用システム,分離分析,3
267,XdtRp0hMQ2TLRFrt9kpj,DNA/RNA分析用マイクロチップ電気泳動装置,北海道大学,その他_HU (Others),None,3
268,cQx30VZh8S81qhrf6pe3,DNA/RNA合成機,北海道大学,その他_HU (Others),None,3
269,5jdQ6eyopZQbVuX4yT5H,DNA/RNA抽出受託サービス,広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
270,2eQjtSQiQbwCGJOKFmkT,DNAシークエンサー,茨城大学 研究設備共用センター,阿見地区,,3
271,BrZPVvl0UqqxL9KPk2N7,DNAシークエンサー (Thermo Fisher Scientific SeqStudio Genetic Analyzer),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
272,TC9XElqZZ5EDrXYDzaaN,DNAシークエンサー SeqStudio Genetic Analyzer,愛媛大学 学術支援センター 遺伝子解析研究支援部門,主要機器,,3
273,9cdgT79YYM0ZnlpxmR9K,DNAシークエンサーシステム,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
274,FivuwujJ0hgom3lPkJch,DNAシーケンサシステム(K2015002),帯広畜産大学 産学連携センター 共同利用設備ステーション,共同利用設備ステーション,シークエンサー,3
275,3vDolIshLB9ck7KaFeao,DNAシーケンサー,室蘭工業大学 研究基盤設備共用センター,バイオ・環境評価,,3
276,HLjUO0lx8MBWgvaChqG9,DNAシーケンサー,佐賀大学 総合分析実験センター,研究設備,全学2,3
277,s3IZnd7IGnBIE9YdviqA,DNAシーケンサー,北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),DNA シーケンサ (DNA Sequencer),3
278,yCJZ5BgY2q4d4UpBYaD9,DNAシーケンサー,長崎大学,水産・環境科学総合研究科共用システム,構造・組成等分析,3
279,HHJ7lZmzuG1xLYAMIc4g,DNAシーケンサー 3130,東京大学,研究設備,,3
280,vodBW0CqbOwy6C7DUBsk,DNAシーケンサー 3500 Genetic Analyzer,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
281,jpNYQyWs2iHWV4RjYE4I,DNAシーケンサー SeqStudio,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
282,FpB9xJ08VlVxeUsiQa11,DNAシーケンサー SeqStudio Genetic Analyzer (Thermo Fisher Scientific) (Thermo Fisher Scientific SeqStudio Genetic Analyzer),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
283,iHrOCCMt9N1YA0xyJcQz,DNAシーケンサー SeqStudio SEQ-CP1-S2PM,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
284,aL0L8jOJoNHKcJb5wRrW,DNAシーケンサー －型式： Spectrum Compact CE System,愛媛大学 学術支援センター 応用タンパク質研究支援部門,2Fに設置されている機器,,3
285,LvZAMzTx7ghyqfL6JNN2,DNAシーケンサー2（依頼） (ABI),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
286,6gYvmotIilCkDzCoazNd,DNAシーケンサー3130xl-L,新潟大学 脳研究所,DNA関連分析,,3
287,W8F1EJB9RfmLb53Kr4VE,DNAシーケンサー3130xl-R,新潟大学 脳研究所,DNA関連分析,,3
288,4bdeB49BlNRyCkhE3KGp,DNAシーケンサー3500xL,新潟大学 脳研究所,DNA関連分析,シーケンサー,3
289,H0MkKpIoPck68Gp4mIS8,DNAシーケンサーSeqStudio,新潟大学 脳研究所,DNA関連分析,,3
290,RPzGEzyeU5fclsAmjIO8,DNAシーケンサーシステム,山口大学 リサーチファシリティマネジメントセンター,遺伝子・ゲノム,その他主要機器,3
291,I2EoqGndscKRyNBWbyFS,DNAシーケンサー（セルフラン） (ABI 3130xl),広島大学 自然科学研究支援開発センター 機器共用・分析部門,DNAシーケンサー (DNA) (関連機器も含む),,3
292,bL5nEmtcbPs0gAVNFw3R,DNAマイクロアレイハイブリダイゼーション装置 Lucidea Slide Pro,東京大学,研究設備,,3
293,Li9vX5y5XBfaaxQlBZVt,DNA・RNA定量装置,佐賀大学 総合分析実験センター,研究設備,全学1,3
294,fha5v8MWJcn3osXJfqcd,DNA抽出・精製（ジェノタイピング用）,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
295,vt1kYxzTsrbQvyYFZygx,DNA断片ゲル抽出装置,北海道大学,バイオ関連分析装置 (Bio-related Analytical Equipment),その他のバイオ関連分析装置 (その他のバイオ関連分析装置),3
296,JGiz0Mq1FFDzIlETpv7X,DNA断片化装置,鳥取大学 共同利用設備,遺伝子解析,,3
297,ipGsWXz3zSijM9iUUXR0,DNA断片化装置Covaris S2,新潟大学 脳研究所,生体試料分析 (DNA関連分析を除く),,3
298,4gLnKRAa9BiEqnAx3ZKc,DNA自動分離装置,北海道大学,前処理装置 (Sample Preparation Equipment),その他の前処理装置 (Other Sample Preparation Equipment),3
299,hsHKyawYPWtodr18tR6s,DNP固体 700MHz JEOL,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,核磁気共鳴(NMR),,3
300,PmIoo8A1VznSILtpTCH9,DSC,沖縄科学技術大学院大学 Instrumental Analysis Section,Other Analytical Instrument,,3
301,gX8lLr9GBzWpSaYeZAmj,DSC粉末X線同時測定装置,電気通信大学 研究設備センター 基盤研究設備部門,基盤研究設備部門,,3
302,eoxsHAdlxZr5aeTiobPe,DeepSIM Stand-alone 超解像ユニット,北海道大学,顕微鏡(光学)_HU (Optical Microscopes),None,3
303,sZYM6VeGjq1mSNb8sUZD,DeepSIM超解像ユニット,北海道大学,顕微鏡(光学)_HU (Optical Microscopes),None,3
304,NRvKc0EASwoPtF0d7Sa1,Digital PCR System QuantStudio Absolute Q,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,バイオ関連,PCRシステム,3
305,BbD36sZGynP9zEOwFhRP,Direct-Q UV5 Remote,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
306,c2EPe8bH1JEGXd7Qge84,Doped-Si LP-CVD装置,産業技術総合研究所,,,3
307,2dFMHU1vBd0rvqe8H8N0,Droplet Digital PCR システム,山口大学 リサーチファシリティマネジメントセンター,遺伝子・ゲノム,一般全学共用機器,3
308,EaReQvug4RARg8YiF4F8,EBSD検出器 (SEMに付属),山梨大学 機器分析センター,構造解析,,3
309,LUwDAP43dpByFqsZBeNH,EB加熱・抵抗加熱蒸着装置,北海道大学,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),成膜装置 (Film Formation and Deposition Equipment),3
310,X9h6L19bF9S2HxNAvwPw,EB用自動現像装置（カナメックス）,産業技術総合研究所,リソグラフィ,,3
